ID,Tags
548541447fd254a55d8b4578,"Волосы: биозавивка волос, вечерние прически, выпрямление волос, детские парикмахерские, массаж головы, мезотерапия кожи головы, мелирование, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа, химическая завивка; Руки и ноги: shellac, аппаратный педикюр, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: антицеллюлитный массаж, аппаратная косметология, биоревитализация, гиалуроновая кислота, инъекции Ботокс, Диспорт, контурная пластика, коррекция и окрашивание бровей, лазер, лазерная эпиляция, макияж, массаж, массаж лица, мезонити, мезотерапия, миостимуляция, наращивание ресниц, обертывания, окрашивание ресниц, перманентный макияж, пилинг, пирсинг, свадебный макияж, солярий, ультразвук, уход за кожей, чистка лица, шугаринг, эпиляция;"
4f145fc3f89c60510c00074f,"Волосы: вечерние прически, детские парикмахерские, мелирование, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа, химическая завивка; Руки и ноги: shellac, акриловые ногти, гелевые ногти, гель-лак, маникюр, наращивание ногтей, педикюр, рефлексотерапия, спа-уход; Лицо и тело: антицеллюлитный массаж, аппаратная косметология, вакуумный массажер, коррекция и окрашивание бровей, макияж, массаж, массаж лица, миостимуляция, обертывания, окрашивание ресниц, пилинг, свадебный макияж, ультразвук, уход за кожей, чистка лица, эпиляция; Восстановительная медицина: косметология;"
4f145fc5f89c60510c000791,"Волосы: вечерние прически, выпрямление волос, детские парикмахерские, массаж головы, мелирование, наращивание волос, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа; Руки и ноги: shellac, акриловые ногти, аппаратный педикюр, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, рефлексотерапия, спа-уход; Лицо и тело: аппаратная косметология, биоревитализация, вакуумный массажер, коррекция и окрашивание бровей, макияж, массаж, массаж лица, наращивание ресниц, обертывания, окрашивание ресниц, перманентный макияж, пилинг, пирсинг, свадебный макияж, термаж, ультразвук, уход за кожей, чистка лица, шугаринг, эпиляция;"
500550233c72dd0b3800001e,"Волосы: вечерние прически, детские парикмахерские, консультация трихолога, массаж головы, мезотерапия кожи головы, мелирование, окрашивание, плетение кос, свадебные прически, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа; Руки и ноги: shellac, аппаратный маникюр, аппаратный педикюр, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, рефлексотерапия, спа-уход; Лицо и тело: ELOS, LPG, антицеллюлитный массаж, аппаратная косметология, биоревитализация, вакуумный массажер, гиалуроновая кислота, имидж-студии, инъекции Ботокс, Диспорт, кавитация, контурная пластика, коррекция и окрашивание бровей, криотерапия, лазер, лазерная эпиляция, массаж, массаж лица, мезонити, мезотерапия, миостимуляция, наращивание ресниц, обертывания, окрашивание ресниц, перманентный макияж, пилинг, пирсинг, термаж, ультразвук, уход за кожей, фотоомоложение, фотоэпиляция, чистка лица, эпиляция; Тип мед. учреждения: центр красоты и здоровья, медицинский центр, центр здоровья; Общая медицина: дерматология; Диагностика: лабораторная диагностика; Хирургия: пластическая хирургия; Восстановительная медицина: косметология, физиотерапия, трихология, диетология, озонотерапия, коррекция веса, очищение организма, лечебный массаж, тонизирующие процедуры, реабилитация;"
4f145fd1f89c60510c00095f,"Волосы: вечерние прически, выпрямление волос, детские парикмахерские, мелирование, наращивание волос, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа, химическая завивка; Руки и ноги: shellac, акриловые ногти, аппаратный маникюр, аппаратный педикюр, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: LPG, аппаратная косметология, боди-арт, гиалуроновая кислота, имидж-студии, инъекции Ботокс, Диспорт, коррекция и окрашивание бровей, лазер, макияж, массаж лица, мезотерапия, миостимуляция, наращивание ресниц, окрашивание ресниц, перманентный макияж, пилинг, свадебный макияж, солярий, уход за кожей, фотоомоложение, фотоэпиляция, чистка лица, эпиляция;"
58e18a4b40c0886f708baf11,"Руки и ноги: shellac, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: коррекция и окрашивание бровей, наращивание ресниц, окрашивание ресниц, уход за кожей, шугаринг, эпиляция;"
57a9caba40c088e74d8b74ec,"Волосы: вечерние прически, детские парикмахерские, консультация трихолога, массаж головы, мелирование, наращивание волос, окрашивание, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа; Руки и ноги: shellac, аппаратный маникюр, аппаратный педикюр, гель-лак, дизайн ногтей, маникюр, педикюр, спа-уход; Лицо и тело: аппаратная косметология, гиалуроновая кислота, имидж-студии, коррекция и окрашивание бровей, криотерапия, макияж, массаж, массаж лица, миостимуляция, окрашивание ресниц, перманентный макияж, пилинг, свадебный макияж, ультразвук, уход за кожей, чистка лица, шугаринг, эпиляция;"
50067ab03c72dd9550000005,"Волосы: консультация трихолога, мезотерапия кожи головы, уход за волосами и спа; Руки и ноги: аппаратный маникюр, маникюр; Лицо и тело: аппаратная косметология, биоревитализация, гиалуроновая кислота, инъекции Ботокс, Диспорт, контурная пластика, криотерапия, лазер, лазерная эпиляция, мезотерапия, миостимуляция, пилинг, термаж, ультразвук, уход за кожей, фотоомоложение, чистка лица, эпиляция; Тип мед. учреждения: диагностический центр, центр красоты и здоровья, медицинский центр, медицинская лаборатория, поликлиника для взрослых; Общая медицина: венерология, дерматология, гинекология; Диагностика: УЗИ, функциональная диагностика; Хирургия: пластическая хирургия, общая хирургия, хирургия-гинекология; Восстановительная медицина: косметология, трихология, физиотерапия, коррекция веса, тонизирующие процедуры;"
55efafe8dcd921ea388b456c,"Волосы: массаж головы; Лицо и тело: массаж, массаж лица, тайский массаж;"
58eef0e53eac52116d088d6b,"Волосы: мезотерапия кожи головы, уход за волосами и спа; Лицо и тело: аппаратная косметология, биоревитализация, гиалуроновая кислота, инъекции Ботокс, Диспорт, контурная пластика, коррекция и окрашивание бровей, лазер, лазерная эпиляция, массаж, массаж лица, мезонити, мезотерапия, окрашивание ресниц, ультразвук, уход за кожей, чистка лица, эпиляция;"
52c0261340c0886b7c8c1378,"Волосы: вечерние прически, выпрямление волос, детские парикмахерские, мелирование, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа, химическая завивка; Руки и ноги: shellac, акриловые ногти, аппаратный маникюр, аппаратный педикюр, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: биоревитализация, коррекция и окрашивание бровей, макияж, массаж, массаж лица, окрашивание ресниц, пилинг, свадебный макияж, уход за кожей, чистка лица, эпиляция;"
51a807c9a0f302596e00003e,"Волосы: вечерние прически, детские парикмахерские, массаж головы, мезотерапия кожи головы, мелирование, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа, химическая завивка; Руки и ноги: shellac, аппаратный маникюр, аппаратный педикюр, гель-лак, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: LPG, антицеллюлитный массаж, аппаратная косметология, биоревитализация, гиалуроновая кислота, инъекции Ботокс, Диспорт, контурная пластика, коррекция и окрашивание бровей, лазер, макияж, массаж, массаж лица, мезотерапия, наращивание ресниц, обертывания, окрашивание ресниц, пилинг, свадебный макияж, ультразвук, уход за кожей, фотоомоложение, фотоэпиляция, чистка лица, эпиляция;"
554ad3b1d12e555b1b8b45c5,"Волосы: биозавивка волос, вечерние прически, выпрямление волос, детские парикмахерские, массаж головы, мелирование, наращивание волос, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа, химическая завивка; Руки и ноги: shellac, акриловые ногти, аппаратный маникюр, аппаратный педикюр, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, рефлексотерапия, спа-уход; Лицо и тело: антицеллюлитный массаж, коррекция и окрашивание бровей, макияж, массаж, массаж лица, мехенди, моментальный загар, наращивание ресниц, окрашивание ресниц, пилинг, свадебный макияж, ультразвук, уход за кожей, чистка лица, шугаринг, эпиляция;"
58e1872d40c0886f708ba2c2,"Волосы: вечерние прически, выпрямление волос, детские парикмахерские, консультация трихолога, мезотерапия кожи головы, наращивание волос, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа; Руки и ноги: shellac, аппаратный педикюр, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: аппаратная косметология, биоревитализация, инъекции Ботокс, Диспорт, коррекция и окрашивание бровей, макияж, массаж, массаж лица, мезонити, мезотерапия, обертывания, окрашивание ресниц, пилинг, уход за кожей, чистка лица, эпиляция;"
582e79533fd38dfa218b4572,"Волосы: биозавивка волос, вечерние прически, выпрямление волос, детские парикмахерские, массаж головы, мезотерапия кожи головы, мелирование, наращивание волос, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа, химическая завивка; Руки и ноги: shellac, акриловые ногти, аппаратный маникюр, аппаратный педикюр, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: антицеллюлитный массаж, аппаратная косметология, биоревитализация, боди-арт, вакуумный массажер, гиалуроновая кислота, инъекции Ботокс, Диспорт, контурная пластика, коррекция и окрашивание бровей, макияж, массаж, массаж лица, мезонити, мезотерапия, мехенди, наращивание ресниц, обертывания, окрашивание ресниц, перманентный макияж, пилинг, пирсинг, свадебный макияж, солярий, тайский массаж, тату, ультразвук, уход за кожей, чистка лица, шугаринг, эпиляция;"
5188a56aa0f302d17c000002,"Волосы: вечерние прически, выпрямление волос, детские парикмахерские, мелирование, наращивание волос, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа, химическая завивка; Руки и ноги: shellac, акриловые ногти, аппаратный маникюр, аппаратный педикюр, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: биоревитализация, коррекция и окрашивание бровей, массаж лица, наращивание ресниц, окрашивание ресниц, перманентный макияж, пилинг, солярий, ультразвук, уход за кожей, чистка лица, шугаринг, эпиляция;"
5491637209b9b558238b4582,"Тип мед. учреждения: медицинский центр, центр красоты и здоровья; Общая медицина: дерматология; Восстановительная медицина: физиотерапия, лечебный массаж, трихология, косметология, диетология, озонотерапия, тонизирующие процедуры, коррекция веса; Лицо и тело: ELOS, LPG, антицеллюлитный массаж, аппаратная косметология, биоревитализация, вакуумный массажер, гиалуроновая кислота, инъекции Ботокс, Диспорт, кавитация, контурная пластика, коррекция и окрашивание бровей, криотерапия, лазер, лазерная эпиляция, макияж, массаж, массаж лица, мезонити, мезотерапия, миостимуляция, наращивание ресниц, обертывания, окрашивание ресниц, перманентный макияж, пилинг, свадебный макияж, тайский массаж, термаж, ультразвук, уход за кожей, фотоомоложение, фотоэпиляция, чистка лица, шугаринг, эпиляция; Волосы: вечерние прически, детские парикмахерские, консультация трихолога, массаж головы, мезотерапия кожи головы, мелирование, наращивание волос, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа; Руки и ноги: shellac, акриловые ногти, аппаратный маникюр, аппаратный педикюр, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход;"
56a5bd118c96c6a6138b456c,"Волосы: массаж головы; Руки и ноги: рефлексотерапия, спа-уход; Лицо и тело: антицеллюлитный массаж, массаж, массаж лица, обертывания, пилинг, тайский массаж, уход за кожей, фитобочка;"
52c0243740c0886b7c8befe1,"Волосы: вечерние прически, выпрямление волос, детские парикмахерские, мезотерапия кожи головы, мелирование, наращивание волос, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа, химическая завивка; Руки и ноги: shellac, аппаратный педикюр, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: LPG, антицеллюлитный массаж, аппаратная косметология, биоревитализация, вакуумный массажер, гиалуроновая кислота, инъекции Ботокс, Диспорт, контурная пластика, коррекция и окрашивание бровей, лазерная эпиляция, макияж, массаж, массаж лица, мезонити, мезотерапия, миостимуляция, наращивание ресниц, обертывания, окрашивание ресниц, перманентный макияж, пилинг, пирсинг, свадебный макияж, солярий, ультразвук, уход за кожей, чистка лица, шугаринг, эпиляция;"
55dd0958f057ddc10b8b456a,"Волосы: вечерние прически, детские парикмахерские, массаж головы, мелирование, окрашивание, плетение кос, свадебные прически, стрижка бороды и усов, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа; Руки и ноги: shellac, аппаратный маникюр, аппаратный педикюр, гель-лак, дизайн ногтей, маникюр, педикюр, рефлексотерапия, спа-уход; Лицо и тело: антицеллюлитный массаж, аппаратная косметология, биоревитализация, коррекция и окрашивание бровей, макияж, массаж, массаж лица, обертывания, окрашивание ресниц, перманентный макияж, пилинг, свадебный макияж, тайский массаж, ультразвук, уход за кожей, чистка лица, эпиляция;"
52c0228a40c0886b7c8bd3a1,"Волосы: вечерние прически, мелирование, окрашивание, свадебные прически, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа; Руки и ноги: shellac, акриловые ногти, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: коррекция и окрашивание бровей, массаж, окрашивание ресниц, уход за кожей, чистка лица, эпиляция;"
4f145fccf89c60510c0008b3,"Волосы: мезотерапия кожи головы; Лицо и тело: ELOS, антицеллюлитный массаж, аппаратная косметология, биоревитализация, вакуумный массажер, велнес, гиалуроновая кислота, инъекции Ботокс, Диспорт, кавитация, контурная пластика, криотерапия, лазер, лазерная эпиляция, массаж, массаж лица, мезонити, мезотерапия, миостимуляция, обертывания, перманентный макияж, пилинг, тайский массаж, термаж, ультразвук, уход за кожей, фотоомоложение, чистка лица; Тип мед. учреждения: медицинский центр, центр красоты и здоровья; Общая медицина: гинекология; Диагностика: УЗИ, функциональная диагностика; Хирургия: челюстно - лицевая хирургия, эндоскопическая хирургия, сосудистая хирургия, пластическая хирургия; Восстановительная медицина: косметология, лечебный массаж, коррекция веса, мануальная терапия, тонизирующие процедуры;"
56fa15d5328fc86b6c8b456c,"Волосы: биозавивка волос, вечерние прически, выпрямление волос, мелирование, окрашивание, свадебные прически, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа; Руки и ноги: shellac, аппаратный маникюр, аппаратный педикюр, гель-лак, дизайн ногтей, маникюр, педикюр, спа-уход; Лицо и тело: имидж-студии, коррекция и окрашивание бровей, макияж, массаж, массаж лица, наращивание ресниц, окрашивание ресниц, пилинг, свадебный макияж, уход за кожей, чистка лица, шугаринг, эпиляция;"
554048bd086ce112408b4573,"Волосы: вечерние прически, выпрямление волос, детские парикмахерские, массаж головы, мелирование, наращивание волос, окрашивание, свадебные прически, стрижка мужская, стрижки, тонирование, укладка, уход за волосами и спа; Руки и ноги: shellac, аппаратный маникюр, аппаратный педикюр, гелевые ногти, гель-лак, дизайн ногтей, маникюр, наращивание ногтей, педикюр, спа-уход; Лицо и тело: антицеллюлитный массаж, коррекция и окрашивание бровей, макияж, массаж, массаж лица, мехенди, наращивание ресниц, обертывания, окрашивание ресниц, свадебный макияж, солярий, уход за кожей, чистка лица, шугаринг, эпиляция;"
